date,population,TMAX,TMIN,TAVG,TDTR,PRCP(-1),PRCP(-2),PRCP,year,month,air_temperature,dew_point_temperature,relative_humidity,specific_humidity,total_cases
2007-01,430268,31.83125,22.91875,27.368750000000002,8.9125,213.0,93.7,514.3000000000001,2007,01,297.63904,296.5955,94.60774,18.20387,35
2007-02,430268,33.9,22.366666666666664,28.133333333333336,11.533333333333333,514.3000000000001,213.0,71.2,2007,02,299.16464,294.54108,78.957146,16.179644,37
2007-03,430268,32.39,22.609999999999996,27.5,9.780000000000001,71.2,514.3000000000001,353.1,2007,03,297.50516,296.4258,94.4471,18.04871,21
2007-04,430268,31.729999999999997,22.990000000000002,27.369999999999997,8.74,353.1,71.2,315.1,2007,04,297.32,296.32233,94.846,17.913666,30
2007-05,430268,31.71666666666667,21.333333333333332,26.516666666666666,10.383333333333333,315.1,353.1,95.3,2007,05,296.52063,295.01678,92.37,16.63,28
2007-06,430268,30.6375,22.150000000000002,26.4,8.487499999999999,95.3,315.1,96.0,2007,06,296.595,294.70233,90.542,16.186666,10
2007-07,430268,30.912499999999998,21.6875,26.3125,9.225,96.0,95.3,100.9,2007,07,296.8658,293.7287,85.09516,15.295161,21
2007-08,430268,32.41428571428572,21.65714285714285,27.014285714285712,10.757142857142858,100.9,96.0,40.00000000000001,2007,08,298.72388,293.94257,78.45,15.502903,13
2007-09,430268,33.462500000000006,21.925,27.6875,11.537500000000001,40.00000000000001,100.9,233.9,2007,09,298.62766,295.61435,85.31333,17.131666,20
2007-10,430268,31.800000000000004,22.299999999999997,27.05,9.5,233.9,40.00000000000001,33.3,2007,10,298.38388,296.26614,89.81806,17.894516,37
2007-11,430268,31.807692307692314,22.74615384615385,27.25384615384616,9.061538461538463,33.3,233.9,364.19999999999993,2007,11,298.36667,296.787,92.24467,18.491,29
2007-12,430268,31.8,23.014285714285712,27.414285714285715,8.785714285714288,364.19999999999993,33.3,438.6,2007,12,297.84775,296.48096,93.17516,18.125807,84
2008-01,436185,31.28333333333333,22.816666666666663,27.049999999999997,8.466666666666667,438.6,364.19999999999993,216.2,2008,01,297.59195,296.39484,94.019035,18.029032,186
2008-02,436185,30.9375,22.375,26.662499999999998,8.5625,216.2,438.6,201.2,2008,02,297.62726,295.8262,91.28414,17.407587,111
2008-03,436185,31.014285714285716,22.800000000000004,26.928571428571423,8.214285714285714,201.2,216.2,305.90000000000003,2008,03,297.4858,295.72064,91.15516,17.280323,41
2008-04,436185,31.485714285714288,23.414285714285715,27.428571428571427,8.071428571428571,305.90000000000003,201.2,116.1,2008,04,297.41232,296.37933,94.70533,17.995333,14
2008-05,436185,31.11428571428571,22.785714285714285,26.95714285714286,8.328571428571427,116.1,305.90000000000003,49.0,2008,05,296.0113,295.0055,94.674194,16.52484,4
2008-06,436185,,,,,,,,2008,06,296.439,294.617,91.011,16.108334,2
2008-07,436185,31.67142857142857,21.514285714285712,26.557142857142853,10.157142857142857,49.0,116.1,31.6,2008,07,296.60742,294.65967,90.61484,16.160645,12
2008-08,436185,33.823076923076925,21.72307692307692,27.76923076923077,12.099999999999998,31.6,49.0,63.1,2008,08,298.29904,295.0329,84.92968,16.59871,17
2008-09,436185,33.68,21.67,27.669999999999998,12.01,63.1,31.6,63.5,2008,09,297.84433,295.39166,88.27133,16.949333,115
2008-10,436185,34.540000000000006,22.04,28.28,12.499999999999998,63.5,63.1,138.0,2008,10,298.65128,296.27548,88.93452,17.934193,191
2008-11,436185,33.1625,21.674999999999997,27.424999999999997,11.487499999999999,138.0,63.5,186.69999999999996,2008,11,298.51434,297.176,93.454666,18.949667,80
2008-12,436185,33.44444444444444,22.06666666666667,27.766666666666666,11.377777777777776,186.69999999999996,138.0,73.6,2008,12,298.92227,295.87903,85.799355,17.517742,28
2009-01,441939,32.676923076923075,21.846153846153847,27.246153846153845,10.830769230769231,73.6,186.69999999999996,231.1,2009,01,297.12677,296.33517,95.825485,17.937742,86
2009-02,441939,33.23333333333333,21.358333333333334,27.316666666666666,11.875,231.1,73.6,213.29999999999998,2009,02,297.48465,296.34644,94.218575,17.949642,83
2009-03,441939,33.44,22.619999999999997,28.060000000000002,10.819999999999999,213.29999999999998,231.1,30.0,2009,03,297.25034,296.55646,96.396774,18.180967,34
2009-04,441939,32.12,21.93,27.02,10.19,30.0,213.29999999999998,266.79999999999995,2009,04,297.40567,296.40332,94.930664,18.005667,28
2009-05,441939,33.1875,22.375,27.7875,10.8125,266.79999999999995,30.0,15.0,2009,05,297.1116,296.01968,94.71258,17.575161,7
2009-06,441939,31.83333333333333,21.61666666666667,26.73333333333333,10.216666666666667,15.0,266.79999999999995,59.1,2009,06,296.20834,295.03433,94.084,16.568333,13
2009-07,441939,32.5875,21.575000000000003,27.0625,11.0125,59.1,15.0,48.8,2009,07,296.66644,294.7987,90.98161,16.310646,6
2009-08,441939,34.48,21.86,28.179999999999996,12.620000000000001,48.8,59.1,33.0,2009,08,298.2713,295.75937,88.07,17.333872,22
2009-09,441939,34.3375,21.7875,28.0625,12.549999999999999,33.0,48.8,49.1,2009,09,299.14133,295.41434,82.86833,16.990667,6
2009-10,441939,33.35555555555556,21.6,27.466666666666672,11.755555555555555,49.1,33.0,86.29999999999998,2009,10,299.02612,296.58322,88.30484,18.270323,8
2009-11,441939,34.03,22.6,28.3,11.43,86.29999999999998,49.1,170.2,2009,11,299.73,296.85733,86.858,18.595333,22
2009-12,441939,33.1,22.77,27.93,10.33,170.2,86.29999999999998,70.10000000000001,2009,12,298.26096,296.6771,92.312904,18.340322,9
2010-01,447467,33.1,22.555555555555557,27.833333333333336,10.544444444444444,70.10000000000001,170.2,194.5,2010,01,298.7284,296.04968,87.36387,17.68129,52
2010-02,447467,32.480000000000004,22.439999999999998,27.46,10.04,194.5,70.10000000000001,47.0,2010,02,298.8325,297.67178,94.3875,19.48607,57
2010-03,447467,33.35,22.333333333333332,27.849999999999998,11.016666666666667,47.0,194.5,18.3,2010,03,298.91418,297.67517,93.96065,19.523226,49
2010-04,447467,33.375,22.7375,28.037499999999998,10.6375,18.3,47.0,91.49999999999999,2010,04,298.61032,297.22665,93.202,18.941668,31
2010-05,447467,32.0875,21.7875,26.937499999999996,10.299999999999999,91.49999999999999,18.3,91.2,2010,05,298.08807,295.93195,90.00194,17.584517,20
2010-06,447467,30.67142857142857,21.414285714285718,26.02857142857143,9.257142857142856,91.2,91.49999999999999,33.900000000000006,2010,06,297.21033,295.69034,92.501,17.208,14
2010-07,447467,32.266666666666666,21.63333333333333,26.96666666666667,10.633333333333333,33.900000000000006,91.2,26.1,2010,07,297.76904,294.62967,84.80839,16.23355,2
2010-08,447467,33.65714285714286,21.457142857142856,27.571428571428573,12.2,26.1,33.900000000000006,35.9,2010,08,299.21097,293.91934,76.27645,15.625161,1
2010-09,447467,33.875,21.55,27.712500000000002,12.325,35.9,26.1,26.700000000000003,2010,09,299.635,294.90298,78.140335,16.475666,9
2010-10,447467,34.86666666666667,21.883333333333336,28.400000000000002,12.983333333333333,26.700000000000003,35.9,62.1,2010,10,299.6926,296.15775,83.93903,17.836128,21
2010-11,447467,33.9076923076923,21.23076923076923,27.561538461538458,12.676923076923076,62.1,26.700000000000003,129.1,2010,11,298.998,296.65,88.83,18.387667,33
2010-12,447467,32.21,21.39,26.8,10.819999999999999,129.1,62.1,52.300000000000004,2010,12,298.56613,296.06354,88.008064,17.72,53
2011-01,452757,33.042857142857144,22.228571428571428,27.642857142857142,10.814285714285715,52.300000000000004,129.1,42.4,2011,01,298.20547,295.26517,85.85935,16.915161,328
2011-02,452757,33.07142857142857,21.914285714285715,27.528571428571432,11.157142857142857,42.4,52.300000000000004,13.799999999999999,2011,02,297.7314,296.6232,94.288574,18.304285,54
2011-03,452757,32.14166666666667,21.816666666666666,26.98333333333333,10.325,13.799999999999999,42.4,67.7,2011,03,297.6571,296.51193,94.1971,18.18871,35
2011-04,452757,31.966666666666665,22.244444444444444,27.12222222222222,9.722222222222221,67.7,13.799999999999999,69.4,2011,04,297.149,296.58267,97.00167,18.240667,27
2011-05,452757,31.300000000000004,22.5,26.885714285714283,8.8,69.4,67.7,15.4,2011,05,296.52356,295.4355,94.49839,17.003548,8
2011-06,452757,,,,,,,,2011,06,295.95633,294.55032,93.08566,16.086,14
2011-07,452757,32.36,21.2,26.8,11.16,15.4,69.4,13.9,2011,07,296.3532,294.01547,88.78258,15.538387,8
2011-08,452757,33.3,21.65,27.5,11.649999999999999,13.9,15.4,14.2,2011,08,297.83194,293.6116,80.58193,15.225484,6
2011-09,452757,32.900000000000006,21.82222222222222,27.377777777777776,11.07777777777778,14.2,13.9,105.89999999999999,2011,09,297.99,294.966,85.654,16.558666,5
2011-10,452757,33.53,22.23,27.880000000000003,11.3,105.89999999999999,14.2,147.0,2011,10,298.39355,296.31485,89.89774,17.995806,10
2011-11,452757,33.08888888888889,22.288888888888888,27.688888888888883,10.799999999999999,147.0,105.89999999999999,123.19999999999999,2011,11,298.36032,296.576,91.334335,18.294333,3
2011-12,452757,32.31999999999999,22.619999999999997,27.479999999999997,9.7,123.19999999999999,147.0,89.49999999999999,2011,12,297.32388,296.28806,94.80548,17.949032,11
2012-01,457865,32.04545454545455,22.454545454545453,27.245454545454546,9.590909090909092,89.49999999999999,123.19999999999999,66.7,2012,01,297.23096,296.12387,94.4342,17.757097,13
2012-02,457865,31.5,22.157142857142855,26.8,9.342857142857142,66.7,89.49999999999999,124.19999999999999,2012,02,297.13242,295.7524,93.16,17.388275,10
2012-03,457865,32.08181818181818,22.21818181818182,27.15454545454546,9.863636363636363,124.19999999999999,66.7,170.8,2012,03,297.09937,295.90936,94.15194,17.515162,14
2012-04,457865,32.888888888888886,22.944444444444443,27.922222222222224,9.944444444444445,170.8,124.19999999999999,80.4,2012,04,297.35968,296.43134,95.377,18.082,9
2012-05,457865,31.65833333333333,22.316666666666663,27.008333333333326,9.341666666666667,80.4,170.8,52.4,2012,05,296.81192,295.1274,91.72258,16.673225,6
2012-06,457865,31.313333333333333,20.766666666666662,26.046666666666667,10.546666666666663,52.4,80.4,109.99999999999999,2012,06,296.741,294.77832,90.423,16.295666,0
2012-07,457865,31.327272727272728,20.300000000000004,25.799999999999997,11.027272727272727,109.99999999999999,52.4,23.0,2012,07,296.58356,293.79,86.57742,15.391291,1
2012-08,457865,31.360000000000003,21.3,26.32,10.06,23.0,109.99999999999999,57.9,2012,08,297.94904,293.67517,80.31645,15.316452,0
2012-09,457865,33.599999999999994,21.9125,27.775,11.6875,57.9,23.0,57.8,2012,09,298.66733,294.073,78.807335,15.614667,15
2012-10,457865,33.728571428571435,22.37142857142857,28.057142857142857,11.357142857142858,57.8,57.9,72.6,2012,10,298.78323,296.2884,88.37419,17.976452,8
2012-11,457865,32.54444444444445,22.799999999999997,27.67777777777778,9.744444444444444,72.6,57.8,34.0,2012,11,298.68033,297.04868,92.194,18.827,43
2012-12,457865,33.48571428571429,22.72857142857143,28.085714285714285,10.757142857142858,34.0,72.6,52.4,2012,12,298.1584,296.78677,93.14484,18.515162,40
2013-01,462783,31.109999999999996,22.990000000000002,27.03,8.12,52.4,34.0,127.70000000000002,2013,01,297.21548,295.97192,93.853874,17.58258,86
2013-02,462783,31.981818181818184,22.636363636363637,27.30909090909091,9.345454545454546,127.70000000000002,52.4,133.0,2013,02,297.59857,296.57965,94.8975,18.256071,108
2013-03,462783,33.162499999999994,22.787499999999998,27.974999999999998,10.375000000000002,133.0,127.70000000000002,129.8,2013,03,297.7958,296.9645,95.81,18.679031,106
2013-04,462783,32.54444444444444,22.377777777777776,27.45555555555556,10.166666666666668,129.8,133.0,44.5,2013,04,297.95233,295.77432,89.71066,17.417667,58
2013-05,462783,32.13333333333334,22.755555555555553,27.455555555555552,9.377777777777778,44.5,129.8,68.3,2013,05,297.43967,296.19775,93.86258,17.8,30
2013-06,462783,31.76923076923077,22.34615384615385,27.053846153846152,9.423076923076923,68.3,44.5,190.0,2013,06,296.61267,294.71466,90.64,16.231,6
